968000010915590 3.41730558324453 50.19 -999 2020 1
968000010915641 3.26576091671761 26.84 -999 2020 2
968000010915644 3.55230310933835 40.56 -999 2020 3
968000010915650 3.25261034056737 14.52 -999 2020 4
968000010915657 3.86260836396494 30.44 -999 2020 1
968000010915683 2.90525604874845 1.68 -999 2020 4
968000010915687 2.87157293554588 17.62 -999 2020 1
968000010915707 2.82412583391655 3.53 -999 2020 4
968000010915714 3.3809344633307 27.22 -999 2020 5
968000010915729 3.07481644064517 0.78 -999 2020 6
968000010915754 3.24797326636181 52.89 -999 2020 5
968000010915783 3.35063560825895 48.63 -999 2020 6
968000010915811 3.25090769970086 46.75 -999 2020 3
968000010915812 3.263399331334 29.18 -999 2020 4
968000010915826 3.70850588095524 60.38 -999 2020 7
968000010915839 3.40157284567645 60.92 -999 2020 6
968000010915849 3.85733249643127 40.95 -999 2020 3
968000010915850 3.74146676176975 38.12 -999 2020 1
968000010915861 3.60948768985329 64.71 -999 2020 8
968000010915890 2.97358962342726 1.02 -999 2020 2
968000010915909 3.65253641859303 56.84 -999 2020 9
968000010915910 3.1846914308176 1.5 -999 2020 2
968000010915915 2.92890769024395 1.77 -999 2020 2
968000010915940 3.1646502159343 30.76 -999 2020 9
968000010915971 3.29070224328785 67.99 -999 2020 7
968000010915977 3.61573968861916 37.87 -999 2020 6
968000010915984 3.01577875638904 32.02 -999 2020 2
968000010916010 3.50256366910736 35.77 -999 2020 10
968000010916020 3.2973227142053 52.95 -999 2020 5
968000010916032 3.16524432612531 37.39 -999 2020 2
968000010916042 3.0982975364947 54.98 -999 2020 7
968000010916045 3.18525876529658 49.81 -999 2020 6
968000010916053 3.50310943667137 25.99 -999 2020 2
968000010916057 3.68250608593901 51.24 -999 2020 7
968000010916068 3.79802879340407 30.06 -999 2020 7
968000010916096 3.20085049809108 43.86 -999 2020 2
968000010916113 3.55533632799527 68.06 -999 2020 7
968000010916116 3.02530586526477 35 -999 2020 3
968000010916124 3.83903787338831 41.92 -999 2020 8
968000010916128 3.48230176722344 57.34 -999 2020 6
968000010916131 3.72648269678483 53.78 -999 2020 6
968000010916134 3.17435059747938 26.99 -999 2020 2
968000010916162 3.40312052117582 30.06 -999 2020 5
968000010916178 3.57333584006607 56.22 -999 2020 3
968000010916186 3.39707054995941 59.36 -999 2020 7
968000010916199 3.26764098234592 53.1 -999 2020 6
968000010916205 3.43838410703471 41.88 -999 2020 6
968000010916218 3.40277706961035 43.48 -999 2020 7
968000010916226 3.51745982654023 70.47 -999 2020 6
968000010916230 3.90276414392409 32.42 -999 2020 4
968000010916252 3.53300902249549 37.4 -999 2020 6
968000010916257 3.3647385550554 58.94 -999 2020 9
968000010916273 3.52218331761869 49.95 -999 2020 3
968000010916285 3.14457420760962 37.69 -999 2020 2
968000010916294 3.34811006848024 35.12 -999 2020 3
968000010916299 3.29070224328785 49.46 -999 2020 8
968000010916301 3.92716497429937 41.58 -999 2020 6
968000010916303 3.12385164096709 56.23 -999 2020 7
968000010916315 2.55266821611219 1.48 -999 2020 2
968000010916319 3.62231766083384 20.58 -999 2020 9
