B7D07E 500 3763 -999 -999 -999 2008
B7D36A 510 6645 -999 -999 -999 2008
B7F86A 530 6453 -999 -999 -999 2008
FD5F41 565 3322 -999 -999 -999 2008
B7FC0E 520 3801 -999 -999 -999 2008
B7CDD2 510 2390 -999 -999 -999 2008
B7EC25 495 6901 -999 -999 -999 2008
8A99DF 495 3763 -999 -999 -999 2008
B7EC12 575 6454 -999 -999 -999 2008
8A953F 550 3554 -999 -999 -999 2008
B7CCF3 535 4694 -999 -999 -999 2008
B7FAA1 520 1881 -999 -999 -999 2008
B7D622 555 4386 -999 -999 -999 2008
B7F2BB 525 7318 -999 -999 -999 2008
FC5EB9 505 5010 -999 -999 -999 2008
B7E1CA 545 3834 -999 -999 -999 2008
B7D0DE 560 2236 -999 -999 -999 2008
B7D196 550 5590 -999 -999 -999 2008
B7D2CC 505 3346 -999 -999 -999 2008
B7C5FE 545 4919 -999 -999 -999 2008
B7EC27 515 6037 -999 -999 -999 2008
B7E6E3 520 4063 -999 -999 -999 2008
FD5FA0 535 1434 -999 -999 -999 2008
B7EAA1 490 6012 -999 -999 -999 2008
B7C963 505 3935 -999 -999 -999 2008
B7DD7A 555 8472 -999 -999 -999 2008
B7EEFB 520 4480 -999 -999 -999 2008
B7FBF2 530 4919 -999 -999 -999 2008
01F60A 550 1639 -999 -999 -999 2008
B7DC32 505 8946 -999 -999 -999 2008
FC3359 590 1680 -999 -999 -999 2012
FC61D3 530 6503 -999 -999 -999 2012
FC5BCC 540 3081 -999 -999 -999 2012
FC2F80 550 5990 -999 -999 -999 2012
FC4308 520 5229 -999 -999 -999 2012
01F5CD 560 6404 -999 -999 -999 2012
0207A1 530 3765 -999 -999 -999 2012
FC4769 560 8021 -999 -999 -999 2012
FBE08F 560 3936 -999 -999 -999 2012
01ED74 520 4920 -999 -999 -999 2012
FBE5A1 580 5122 -999 -999 -999 2012
FBD88F 560 3521 -999 -999 -999 2012
FC386A 630 11082 -999 -999 -999 2012
01F46D 510 8154 -999 -999 -999 2012
FC692B 600 5988 -999 -999 -999 2012
FC4476 550 3325 -999 -999 -999 2012
FC42D1 570 5739 -999 -999 -999 2012
02FF8B 590 11540 -999 -999 -999 2012
01ECCC 520 3577 -999 -999 -999 2012
FBE19D 550 11931 -999 -999 -999 2012
01EB4A 590 5672 -999 -999 -999 2012
FBCAB1 590 4060 -999 -999 -999 2012
FC6490 590 10171 -999 -999 -999 2012
01E3D8 530 6035 -999 -999 -999 2012
FC62DD 580 2908 -999 -999 -999 2012
FBD296 540 5475 -999 -999 -999 2012
FC5530 580 5085 -999 -999 -999 2012
FC4CEA 580 10758 -999 -999 -999 2012
01F221 572 6437 -999 -999 -999 2012
02091E 580 13168 -999 -999 -999 2012
01E37B 565 5646 -999 -999 -999 2012
020308 530 3764 -999 -999 -999 2012
FC4276 550 2683 -999 -999 -999 2012
FC4A3A 570 5645 -999 -999 -999 2012
FC4793 550 9780 -999 -999 -999 2012
FC69D7 530 3764 -999 -999 -999 2012
FBD773 555 6482 -999 -999 -999 2012
01FB5F 585 5669 -999 -999 -999 2012
FC480A 525 4023 -999 -999 -999 2012
01E840 570 3840 -999 -999 -999 2012
01FE9B 545 5440 -999 -999 -999 2012
0202E7 545 3067 -999 -999 -999 2012
FBD5CF 575 8126 -999 -999 -999 2012
020709 505 6645 -999 -999 -999 2012
FC56AA 545 5817 -999 -999 -999 2012
FC5BB0 570 6063 -999 -999 -999 2012
FC4A2E 485 4090 -999 -999 -999 2012
020CA5 565 3716 -999 -999 -999 2012
FBE871 590 5868 -999 -999 -999 2012
020DDB 610 6501 -999 -999 -999 2012
01F84E 555 6691 -999 -999 -999 2012
02081C 550 4640 -999 -999 -999 2012
021837 485 3772 -999 -999 -999 2012
021676 530 5227 -999 -999 -999 2012
021628 595 2738 -999 -999 -999 2012
020372 620 6691 -999 -999 -999 2012
FC52B6 550 6273 -999 -999 -999 2012
01DF4C 580 8000 -999 -999 -999 2012
01FAA5 525 7602 -999 -999 -999 2012
01FD38 565 5475 -999 -999 -999 2012
FC2EE5 560 3422 -999 -999 -999 2012
FC553E 540 2926 -999 -999 -999 2012
FC363D 555 2934 -999 -999 -999 2012
021211 570 3200 -999 -999 -999 2012
01E89B 560 5672 -999 -999 -999 2012
FC5841 580 8160 -999 -999 -999 2012
01E557 590 4449 -999 -999 -999 2012
02050C 535 7528 -999 -999 -999 2012
FC3AF6 530 9082 -999 -999 -999 2012
597166 550 8804 -999 -999 -999 2017
597100 600 5539 -999 -999 -999 2017
597124 530 10440 -999 -999 -999 2017
479727 615 7523 -999 -999 -999 2017
596943 540 3361 -999 -999 -999 2017
480449 570 4642 -999 -999 -999 2017
479997 550 3111 -999 -999 -999 2017
479224 590 7635 -999 -999 -999 2017
479406 520 1647 -999 -999 -999 2017
479165 560 7716 -999 -999 -999 2017
480166 520 8386 -999 -999 -999 2017
479034 560 8644 -999 -999 -999 2017
480155 660 4304 -999 -999 -999 2017
480112 500 5881 -999 -999 -999 2017
597565 615 4060 -999 -999 -999 2017
597503 560 6941 -999 -999 -999 2017
597417 550 4287 -999 -999 -999 2017
596944 550 4162 -999 -999 -999 2017
479061 590 9941 -999 -999 -999 2017
900959 550 8381 -999 -999 -999 2017
901127 590 4002 -999 -999 -999 2017
597462 560 7349 -999 -999 -999 2017
596961 530 9413 -999 -999 -999 2017
479666 580 7203 -999 -999 -999 2017
900849 610 14246 -999 -999 -999 2017
596700 615 3144 -999 -999 -999 2017
597516 575 5090 -999 -999 -999 2017
902057 560 5881 -999 -999 -999 2017
479422 575 4342 -999 -999 -999 2017
480133 510 7036 -999 -999 -999 2017
900957 520 5144 -999 -999 -999 2017
479821 580 7203 -999 -999 -999 2017
900827 610 11827 -999 -999 -999 2017
596922 515 11630 -999 -999 -999 2017
900747 525 8557 -999 -999 -999 2017
480340 565 7683 -999 -999 -999 2017
901030 595 11527 -999 -999 -999 2017
480508 580 5988 -999 -999 -999 2017
900879 530 9521 -999 -999 -999 2017
478467 545 6002 -999 -999 -999 2017
478973 650 8003 -999 -999 -999 2017
480167 600 6288 -999 -999 -999 2017
478798 620 6887 -999 -999 -999 2017
596947 510 6161 -999 -999 -999 2017
480041 570 6503 -999 -999 -999 2017
480323 565 8804 -999 -999 -999 2017
480633 585 2881 -999 -999 -999 2017
479769 610 2096 -999 -999 -999 2017
901412 560 1102 -999 -999 -999 2017
900730 545 4926 -999 -999 -999 2017
479801 575 2246 -999 -999 -999 2017
596937 600 7188 -999 -999 -999 2017
479536 570 7335 -999 -999 -999 2017
479735 520 18290 -999 -999 -999 2017
480301 525 6300 -999 -999 -999 2017
597127 -999 6736 -999 -999 -999 2018
479193 -999 5445 -999 -999 -999 2018
902064 -999 10778 -999 -999 -999 2018
480456 -999 10864 -999 -999 -999 2018
596976 -999 5940 -999 -999 -999 2018
902066 -999 6360 -999 -999 -999 2018
478568 -999 4452 -999 -999 -999 2018
901866 -999 13351 -999 -999 -999 2018
479927 -999 6784 -999 -999 -999 2018
596752 -999 11480 -999 -999 -999 2018
901327 -999 6860 -999 -999 -999 2018
901273 -999 6069 -999 -999 -999 2018
479766 -999 10472 -999 -999 -999 2018
900609 -999 5600 -999 -999 -999 2018
478752 -999 8000 -999 -999 -999 2018
901622 -999 7280 -999 -999 -999 2018
901216 -999 7854 -999 -999 -999 2018
478524 -999 7128 -999 -999 -999 2018
480367 -999 7168 -999 -999 -999 2018
901383 -999 11519 -999 -999 -999 2018
902143 -999 4182 -999 -999 -999 2018
597419 -999 3213 -999 -999 -999 2018
479041 -999 6880 -999 -999 -999 2018
900643 -999 5117 -999 -999 -999 2018
480274 -999 6783 -999 -999 -999 2018
480063 -999 14820 -999 -999 -999 2018
901401 -999 6287 -999 -999 -999 2018
968000010918646 577 5890 -999 -999 -999 2021
968000010919894 530 3796 -999 -999 -999 2021
968000010916653 545 4491 -999 -999 -999 2021
968000010916330 525 4391 -999 -999 -999 2021
968000010915594 590 5120 -999 -999 -999 2021
968000010915669 560 7360 -999 -999 -999 2021
968000010916431 565 5180 -999 -999 -999 2021
968000010919689 500 5600 -999 -999 -999 2021
968000010918625 560 7736 -999 -999 -999 2021
968000010918249 440 3570 -999 -999 -999 2021
968000010920478 540 6080 -999 -999 -999 2021
968000010918916 570 3500 -999 -999 -999 2021
968000010918768 575 7824 -999 -999 -999 2021
968000010919207 575 7068 -999 -999 -999 2021
968000010915845 540 6886 -999 -999 -999 2021
968000010917129 560 4107 -999 -999 -999 2021
968000010917764 560 10400 -999 -999 -999 2021
968000010915871 595 3040 -999 -999 -999 2021
968000010919753 505 4712 -999 -999 -999 2021
968000010918706 580 5988 -999 -999 -999 2021
968000010919876 485 3010 -999 -999 -999 2021
968000010919676 560 2844 -999 -999 -999 2021
968000010919869 520 5040 -999 -999 -999 2021
968000010920249 585 5740 -999 -999 -999 2021
968000010915948 565 7934 -999 -999 -999 2021
968000010918099 560 4640 -999 -999 -999 2021
968000010918392 555 3143 -999 -999 -999 2021
968000010920240 520 3680 -999 -999 -999 2021
968000010920073 565 6586 -999 -999 -999 2021
968000010920403 530 4188 -999 -999 -999 2021
968000010917590 540 2862 -999 -999 -999 2021
968000010915821 555 7854 -999 -999 -999 2021
968000010919252 510 6307 -999 -999 -999 2021
968000010918707 595 9410 -999 -999 -999 2021
968000010920559 610 5105 -999 -999 -999 2021
968000010919085 550 6880 -999 -999 -999 2021
968000010916019 525 9600 -999 -999 -999 2021
968000010917128 580 4843 -999 -999 -999 2021
968000010919263 560 6937 -999 -999 -999 2021
968000010916046 550 3570 -999 -999 -999 2021
968000010915731 560 7784 -999 -999 -999 2021
968000010919922 535 4640 -999 -999 -999 2021
968000010920529 560 3200 -999 -999 -999 2021
968000010917545 520 6137 -999 -999 -999 2021
968000010918815 495 4641 -999 -999 -999 2021
968000010920565 535 6414 -999 -999 -999 2021
968000010919243 600 10240 -999 -999 -999 2021
968000010918162 550 5950 -999 -999 -999 2021
968000010916823 535 6400 -999 -999 -999 2021
968000010918106 550 7109 -999 -999 -999 2021
968000010917411 565 5085 -999 -999 -999 2021
968000010916190 500 4491 -999 -999 -999 2021
968000010917999 520 6720 -999 -999 -999 2021
968000010919247 535 8962 -999 -999 -999 2021
968000010916546 525 3475 -999 -999 -999 2021
968000010915869 480 5105 -999 -999 -999 2021
968000010919171 570 6300 -999 -999 -999 2021
968000010916810 580 6720 -999 -999 -999 2021
968000010919471 565 6501 -999 -999 -999 2021
968000010919764 545 4345 -999 -999 -999 2021
968000010916365 560 6767 -999 -999 -999 2021
968000010918224 550 6500 -999 -999 -999 2021
968000010916600 545 4248 -999 -999 -999 2021
968000010919362 565 5920 -999 -999 -999 2021
968000010917102 545 4760 -999 -999 -999 2021
968000010915581 540 3080 -999 -999 -999 2021
968000010917465 535 4200 -999 -999 -999 2021
968000010916009 550 5440 -999 -999 -999 2021
968000010916461 520 5760 -999 -999 -999 2021
968000010918025 495 4790 -999 -999 -999 2021
968000010915753 555 3520 -999 -999 -999 2021
968000010918745 535 6330 -999 -999 -999 2021
968000010920250 530 5460 -999 -999 -999 2021
968000010920158 545 10425 -999 -999 -999 2021
968000010918245 530 4940 -999 -999 -999 2021
968000010920274 485 3808 -999 -999 -999 2021
968000010916382 500 9457 -999 -999 -999 2021
968000010916911 540 9600 -999 -999 -999 2021
968000010917697 525 7200 -999 -999 -999 2021
968000010915634 500 9410 -999 -999 -999 2021
968000010918285 510 6035 -999 -999 -999 2021
968000010916159 475 5740 -999 -999 -999 2021
968000010918209 530 6767 -999 -999 -999 2021
968000010918139 520 6152 -999 -999 -999 2021
968000010919154 540 4450 -999 -999 -999 2021
968000010917089 590 4256 -999 -999 -999 2021
968000010920398 555 6287 -999 -999 -999 2021
968000010919141 560 6069 -999 -999 -999 2021
968000010917785 495 4620 -999 -999 -999 2021
968000010918602 560 6736 -999 -999 -999 2021
968000010916611 550 6426 -999 -999 -999 2021
968000010919478 595 10242 -999 -999 -999 2021
968000010919210 575 9401 -999 -999 -999 2021
968000010917208 495 6400 -999 -999 -999 2021
968000010917723 565 5838 -999 -999 -999 2021
968000010917525 510 8047 -999 -999 -999 2021
968000010916999 525 6401 -999 -999 -999 2021
968000010919096 585 6844 -999 -999 -999 2021
968000010920211 585 3129 -999 -999 -999 2021
968000010917380 575 8901 -999 -999 -999 2021
968000010917750 565 3665 -999 -999 -999 2021
968000010919299 585 3024 -999 -999 -999 2021
968000010916311 565 3927 -999 -999 -999 2021
968000010916910 535 7700 -999 -999 -999 2021
968000010916620 565 7140 -999 -999 -999 2021
968000010916695 520 6886 -999 -999 -999 2021
968000010919802 555 7520 -999 -999 -999 2021
968000010916745 515 4046 -999 -999 -999 2021
968000010919424 565 7461 -999 -999 -999 2021
968000010919476 555 10400 -999 -999 -999 2021
968000010917155 540 7840 -999 -999 -999 2021
968000010916917 535 5988 -999 -999 -999 2021
968000010918831 525 4341 -999 -999 -999 2021
968000010918874 545 6545 -999 -999 -999 2021
968000010917538 530 6720 -999 -999 -999 2021
968000010918161 575 10179 -999 -999 -999 2021
968000010916634 575 7140 -999 -999 -999 2021
968000010917775 540 8230 -999 -999 -999 2021
968000010917340 560 7420 -999 -999 -999 2021
968000010917336 525 4760 -999 -999 -999 2021
968000010916459 590 13760 -999 -999 -999 2021
968000010916364 545 5646 -999 -999 -999 2021
968000010916844 540 10779 -999 -999 -999 2021
968000010915708 515 3892 -999 -999 -999 2021
968000010917449 495 6160 -999 -999 -999 2021
968000010920514 620 5476 -999 -999 -999 2021
968000010917283 520 8047 -999 -999 -999 2021
968000011488544 525 7068 -999 -999 -999 2025
968000011485953 580 2356 -999 -999 -999 2025
968000011666852 602 3403 -999 -999 -999 2025
968000011488283 578 7723 -999 -999 -999 2025
968000011663806 520 -999 -999 -999 -999 2025
968000011662626 527 3520 -999 -999 -999 2025
968000011485092 588 -999 -999 -999 -999 2025
968000011485600 546 3742 -999 -999 -999 2025
968000011488501 565 -999 -999 -999 -999 2025
968000011662580 584 -999 -999 -999 -999 2025
968000011664801 593 -999 -999 -999 -999 2025
968000011486036 598 10360 -999 -999 -999 2025
968000011666884 490 -999 -999 -999 -999 2025
968000011664267 562 -999 -999 -999 -999 2025
968000011662452 549 8568 -999 -999 -999 2025
968000011488535 569 7680 -999 -999 -999 2025
968000011666993 590 5280 -999 -999 -999 2025
968000011663271 571 -999 -999 -999 -999 2025
968000011666248 571 9100 -999 -999 -999 2025
968000011485363 575 -999 -999 -999 -999 2025
968000011666551 564 7700 -999 -999 -999 2025
968000011663942 531 -999 -999 -999 -999 2025
968000011488338 521 -999 -999 -999 -999 2025
968000011663200 586 -999 -999 -999 -999 2025
968000011663313 569 5759 -999 -999 -999 2025
968000011485266 591 -999 -999 -999 -999 2025
968000011485903 586 -999 -999 -999 -999 2025
968000011663053 543 7616 -999 -999 -999 2025
968000011663620 564 10608 -999 -999 -999 2025
968000011485108 591 10560 -999 -999 -999 2025
968000011662081 576 -999 -999 -999 -999 2025
968000011485465 561 -999 -999 -999 -999 2025
968000011663400 555 -999 -999 -999 -999 2025
968000011485662 579 5740 -999 -999 -999 2025
968000011662874 539 -999 -999 -999 -999 2025
968000011485116 549 8982 -999 -999 -999 2025
968000011485498 532 -999 -999 -999 -999 2025
968000011663278 591 4928 -999 -999 -999 2025
968000011666561 563 7485 -999 -999 -999 2025
968000011662715 580 -999 -999 -999 -999 2025
968000011485389 542 -999 -999 -999 -999 2025
968000011662048 552 7485 -999 -999 -999 2025
968000011662931 575 4403 -999 -999 -999 2025
968000011662509 566 8211 -999 -999 -999 2025
968000011489085 544 4640 -999 -999 -999 2025
968000011663616 590 9580 -999 -999 -999 2025
968000011662727 595 8056 -999 -999 -999 2025
968000011666096 612 -999 -999 -999 -999 2025
968000011662327 579 11650 -999 -999 -999 2025
968000011485976 591 10628 -999 -999 -999 2025
968000011662545 530 -999 -999 -999 -999 2025
968000011662872 598 -999 -999 -999 -999 2025
968000011485941 554 4640 -999 -999 -999 2025
968000011486076 568 -999 -999 -999 -999 2025
968000011662366 559 6572 -999 -999 -999 2025
968000011666894 574 -999 -999 -999 -999 2025
968000011662040 519 5817 -999 -999 -999 2025
968000011662167 584 -999 -999 -999 -999 2025
968000011666143 614 4200 -999 -999 -999 2025
968000011666215 549 8330 -999 -999 -999 2025
968000011485292 590 5950 -999 -999 -999 2025
968000011485444 594 -999 -999 -999 -999 2025
968000011662668 625 6720 -999 -999 -999 2025
968000011664069 532 -999 -999 -999 -999 2025
968000011662971 579 10059 -999 -999 -999 2025
968000011485567 549 9555 -999 -999 -999 2025
968000011662905 567 9948 -999 -999 -999 2025
968000011664223 552 -999 -999 -999 -999 2025
968000011663390 553 7680 -999 -999 -999 2025
968000011485751 544 6069 -999 -999 -999 2025
968000011485301 603 -999 -999 -999 -999 2025
968000011664410 568 11340 -999 -999 -999 2025
968000011666516 558 6720 -999 -999 -999 2025
968000011663718 591 7280 -999 -999 -999 2025
968000011662333 559 7980 -999 -999 -999 2025
968000011663067 502 5194 -999 -999 -999 2025
968000011663876 563 6414 -999 -999 -999 2025
968000011485785 557 7035 -999 -999 -999 2025
968000011489042 521 -999 -999 -999 -999 2025
968000011662273 568 -999 -999 -999 -999 2025
968000011663916 582 4974 -999 -999 -999 2025
968000011488546 496 -999 -999 -999 -999 2025
968000011664429 587 9730 -999 -999 -999 2025
968000011663258 586 6860 -999 -999 -999 2025
968000011485592 571 4450 -999 -999 -999 2025
968000011664380 578 8736 -999 -999 -999 2025
968000011662987 627 -999 -999 -999 -999 2025
968000011485946 563 9520 -999 -999 -999 2025
968000011662581 584 6300 -999 -999 -999 2025
968000011663331 564 7200 -999 -999 -999 2025
968000011663584 581 -999 -999 -999 -999 2025
968000011663834 593 9044 -999 -999 -999 2025
968000011662627 590 -999 -999 -999 -999 2025
968000011485453 567 -999 -999 -999 -999 2025
968000011662106 571 -999 -999 -999 -999 2025
968000011662308 566 7728 -999 -999 -999 2025
968000011488719 510 8508 -999 -999 -999 2025
968000011663595 551 8508 -999 -999 -999 2025
968000011664700 577 6736 -999 -999 -999 2025
968000011485788 619 -999 -999 -999 -999 2025
968000011666313 553 -999 -999 -999 -999 2025
968000011663381 581 -999 -999 -999 -999 2025
968000011662783 530 7461 -999 -999 -999 2025
968000011664190 554 10591 -999 -999 -999 2025
968000011485829 502 -999 -999 -999 -999 2025
968000011663484 602 -999 -999 -999 -999 2025
968000011485151 555 3360 -999 -999 -999 2025
968000011485821 599 7722 -999 -999 -999 2025
968000011663860 562 6996 -999 -999 -999 2025
968000011662765 551 -999 -999 -999 -999 2025
968000011663428 589 -999 -999 -999 -999 2025
968000011488847 576 11760 -999 -999 -999 2025
968000011664822 580 10080 -999 -999 -999 2025
968000011664173 582 10780 -999 -999 -999 2025
968000011664623 530 9440 -999 -999 -999 2025
968000011488475 547 5831 -999 -999 -999 2025
968000011485603 570 7784 -999 -999 -999 2025
968000011488841 530 8682 -999 -999 -999 2025
968000011664525 571 -999 -999 -999 -999 2025
968000011664181 552 9580 -999 -999 -999 2025
968000011664524 586 -999 -999 -999 -999 2025
968000011489018 543 -999 -999 -999 -999 2025
968000011488197 509 6586 -999 -999 -999 2025
968000011485657 589 -999 -999 -999 -999 2025
968000011485112 592 -999 -999 -999 -999 2025
968000011488627 563 -999 -999 -999 -999 2025
968000011485506 533 -999 -999 -999 -999 2025
968000011664668 568 -999 -999 -999 -999 2025
968000011663667 575 -999 -999 -999 -999 2025
968000011664099 558 -999 -999 -999 -999 2025
968000011485190 557 -999 -999 -999 -999 2025
968000011663607 520 -999 -999 -999 -999 2025
968000011485967 587 -999 -999 -999 -999 2025
968000011664395 578 8682 -999 -999 -999 2025
968000011485872 599 10472 -999 -999 -999 2025
968000011485573 597 5880 -999 -999 -999 2025
968000011662569 605 11520 -999 -999 -999 2025
968000011662539 566 -999 -999 -999 -999 2025
968000011485924 588 -999 -999 -999 -999 2025
968000011662630 555 7378 -999 -999 -999 2025
968000011663433 577 -999 -999 -999 -999 2025
968000011664969 569 9686 -999 -999 -999 2025
968000011485945 593 -999 -999 -999 -999 2025
968000011662245 541 7485 -999 -999 -999 2025
968000011485437 603 6902 -999 -999 -999 2025
968000011664712 565 3360 -999 -999 -999 2025
968000011664951 594 9600 -999 -999 -999 2025
968000011486062 546 -999 -999 -999 -999 2025
968000011664573 579 8115 -999 -999 -999 2025
968000011485884 552 7185 -999 -999 -999 2025
968000011662222 561 6580 -999 -999 -999 2025
968000011664200 574 11377 -999 -999 -999 2025
968000011663475 592 -999 -999 -999 -999 2025
968000011662098 527 -999 -999 -999 -999 2025
968000011485842 612 6400 -999 -999 -999 2025
968000011485097 -999 -999 -0.055263160623229 0.621857141337987 7.7 2024
968000011485098 -999 -999 -0.857373749570728 1.10597027385544 7.8 2024
968000011485100 -999 -999 1.00769640033972 -0.217272288358929 7.1 2024
968000011485128 -999 -999 -1.35124780325331 0.39593767949651 7.1 2024
968000011485131 -999 -999 -0.141669382603346 0.492760306 7.8 2024
968000011485133 -999 -999 1.0158479307152 -0.0881754530209416 7.7 2024
968000011485136 -999 -999 0.162654418081342 1.94509970355235 7.3 2024
968000011485141 -999 -999 2.86244127844121 0.428211888331006 7.7 2024
968000011485149 -999 -999 -0.0476550656061118 2.33239020956631 7.5 2024
968000011485158 -999 -999 0.255581864361845 0.815502394344967 7.5 2024
968000011485163 -999 -999 -0.603589437214033 0.525034514834497 7.5 2024
968000011485167 -999 -999 0.607184541224332 1.29961552686242 7.3 2024
968000011485169 -999 -999 -1.06023816884857 -0.927304882717857 7.8 2024
968000011485174 -999 -999 0.0485329928245841 0.0409213823170454 7.5 2024
968000011485182 -999 -999 2.52877196840479 1.20279290035893 7.7 2024
968000011485183 -999 -999 0.959874088803551 1.75145445054537 7.3 2024
968000011485198 -999 -999 -0.553593384244405 2.55830967140779 7.4 2024
968000011485199 -999 -999 0.733804979723497 0.202292426489529 7.1 2024
968000011485207 -999 -999 1.85165151188136 0.363663470662013 7.5 2024
968000011485213 -999 -999 1.00280548211443 1.29961552686242 7.5 2024
968000011485221 -999 -999 0.787605080201683 -0.443191750200406 7.5 2024
968000011485237 -999 -999 -0.675866339876646 1.33188973569692 7.4 2024
968000011485238 -999 -999 0.0186440481144809 1.68690603287638 7.7 2024
968000011485242 -999 -999 -1.487214786481 1.20279290035893 7.1 2024
968000011485246 -999 -999 1.74459474628335 0.170018217655032 7.4 2024
968000011485252 -999 -999 1.00878327105645 0.137744008820536 7.4 2024
968000011485254 -999 -999 0.273515231187907 0.880050812013961 7.7 2024
968000011485287 -999 -999 -1.00964433698474 1.4609865710349 7.1 2024
968000011485294 -999 -999 2.20271075338548 0.460486097165503 7.7 2024
968000011485316 -999 -999 -1.00040593589253 -0.0881754530209416 7.8 2024
968000011485328 -999 -999 -0.571526751070467 -0.60456279437289 7.5 2024
968000011485333 -999 -999 1.74079069877479 -1.34686959756631 7.7 2024
968000011485340 -999 -999 0.344161827775424 0.525034514834497 7.1 2024
968000011485341 -999 -999 -0.171558327313449 1.17051869152443 7.8 2024
968000011485347 -999 -999 -1.35016093253658 -0.830482256214367 7.4 2024
968000011485355 -999 -999 -1.19674913086999 0.460486097165503 7.4 2024
968000011485365 -999 -999 -1.44043641426825 1.5255349887039 7.3 2024
968000011485368 -999 -999 0.927811402659986 -999 8 2024
968000011485369 -999 -999 -0.997634415564867 1.42871236220041 7.5 2024
968000011485373 -999 -999 0.30340417589801 -0.862756465048863 7.5 2024
968000011485386 -999 -999 0.564796583271822 0.847776603179464 7.1 2024
968000011485392 -999 -999 1.0614965008179 1.26734131802792 7.5 2024
968000011485399 -999 -999 -1.13583002719722 -1.83098273008377 7.4 2024
968000011485409 -999 -999 1.35712533576874 -0.572288585538393 7.1 2024
968000011485419 -999 -999 0.428937743680444 0.0731955911515422 7.4 2024
968000011485427 -999 -999 -0.762272561856763 -0.281820706027922 7.4 2024
968000011485458 -999 -999 -0.243291794617697 -0.249546497193425 7.4 2024
968000011485470 -999 -999 0.874554737540165 -999 8 2024
968000011485496 -999 -999 -1.08686650140848 -0.0236270353519481 7.7 2024
